Character|zh-CN
Coco|要是有尸体的话，我们早就发现了好吗。
Margo|这一点应该已经通过看守的摄像头证实了。艾玛你也看过录像，不是吗？
Ema|也许尸体被藏在某个地方了……！
Nanoka|那么，请告诉我那个【某个地方】具体在哪里。
Margo|别随口说些毫无根据的猜测哦♡
Ema|对、对不起……
Meruru|我、我觉得重新确认事实也很重要……所以，请、请你不要灰心，艾玛小姐……！
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|奈叶香当时真的在仓库吗？会不会是在黑暗中弄错了位置？
Nanoka|地点在仓库这一点，不是有弹痕佐证吗。
Ema|啊，对哦。这么一说还真是……
Nanoka|……说到底指出这一点的可是你自己啊。对自己说过的话要负责任，樱羽艾玛。
Ema|（要对自己的话负责任……）
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|如果家具被固定了，那水精之室的情况也说得通吧。
Meruru|确、确实……如果是那样的话，也许就说得通了。
Sherry|家具真的被固定了吗？
Ema|呃，不是……我记得好像没被固定。典狱长的雕像也很不稳……
Coco|原来没固定啊！
Nanoka|……如果要发表意见，请你掌握了确凿证据后再说。
Ema|（让大家傻眼了……！）
Ema|（奈叶香说得没错，我得对照事实仔细思考再发言……！）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|看守忘记锁房间的门，这也是有可能的吧。
Coco|锁门的画面不是清清楚楚地拍到了吗。
Nanoka|……就算真的忘记锁门，到早上之前也应该不可能再把门锁上了。
Nanoka|而且看守的摄像头里应该没有第二次去招待所的画面吧。
Nanoka|如果是这样的话，早上的时候就是完全的密室状态了……这一点你应该最清楚不过了吧。
Ema|（对、对哦……！毕竟我是第一个进入现场的人）
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|话说回来，如果有人精通撬锁技术的话，就算门被锁上了也能打开的吧。
Nanoka|我认为这种可能性不存在。
Sherry|哦？为什么这么肯定呢？
Nanoka|撬锁必然会在锁孔上留下痕迹。但是现场并没有发现这种痕迹……
Nanoka|所以，我认为被撬锁的可能性微乎其微。
Alisa|确实没什么根据啊。别随便乱猜，樱羽。
Ema|（明明是雪莉说的……！）
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|不……我还是觉得那里可能存在通向外界的路径……只是我们还没有发现而已……！
Alisa|怎么，你在质疑我吗？……我可以保证，每个角落我都彻底搜查过了。
Ema|那、那窗户呢……！？有没有可能窗户是开着的……！
Alisa|啊，那边我当然也仔细检查过了。每个房间的窗户都牢牢地锁好了。
Alisa|……不过，刚才典狱长确认的看守摄像头画面中，只显示了火精之室的门被锁上。
Ema|那么，其他房间的锁可能是开着的……！
Margo|哎呀，就算其他房间的窗户没锁，不也没法破解密室的谜题吗？毕竟汉娜是在火精之室被发现的啊。
Alisa|别因为不信任我，就在这里找茬啊……！
Ema|（我不是那个意思……！）
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|会不会有人趁着那场骚乱从里面溜出来了呢。
Alisa|溜出来？怎么溜出来？
Ema|这个，我也说不清楚……
Margo|话说回来，如果真有人溜出来，艾玛应该看到了才对吧。
Margo|你看到有人出来了吗，艾玛？
Ema|那、那个……我没有看到……
Nanoka|那就是里面没有人吧。对自己亲眼所见的事情要有点自信。
Ema|（被鼓励了……！）
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|被害人会不会其实不是汉娜呢？也许是有人冒充了她的身份……！
Nanoka|不可能。从身体特征来看，那具尸体无疑就是远野汉娜。
Alisa|看一眼脸就知道了吧。别告诉我你到现在都没记住她的样子？记性比我还差啊。
Ema|（她们会不会觉得我很冷漠……！）
Ema|（为了跟进大家掌握的情报，我还是应该仔细地和大家确认事实才行……）
Ema|（说不定，在讨论中会发现一些我们之前忽略的重要线索……！）
Ema|不对……我觉得火精之室不是普通的房间。
Alisa|啊？什么叫不是普通的房间……你到底想说什么。
Ema|（具体的情况我也说不清楚……但是有一点很不自然……那就是……）
Choice|名字
Choice|用途
Choice|设计
Ema|招待所的名字！有火、水、地，唯独缺少风，这不是很奇怪吗……！
Alisa|……啊？你在说什么呢。
Margo|呵呵，倒是个有趣的想法呢。如果真有风的话，剩下的那个房间应该叫风精之室吧？
Ema|看，大家也觉得不自然吧？
Coco|不，完全不觉得。这和案件有什么关系吗？
Ema|这个暂时还不清楚……但是，说不定会有某种联系呢……
Nanoka|……看来这并不是值得我们认真讨论的观点。
Ema|（大家好像都没兴趣……！）
Ema|（与招待所相关的情报里，肯定还隐藏着其他不自然的地方！）
Ema|（让我仔细回顾一下已知的所有信息……！）
Ema|明明没有客人却称之为招待所，这不是很奇怪吗！也许它其实另有隐藏用途……！
Alisa|什么啊，另有用途是指什么。
Ema|比如说……装有杀人机关的凶宅之类的！
Alisa|根本没有那种机关好吗。要是有的话，我们早就死了。
Coco|单纯只是因为现在没有客人入住而已吧。
Margo|虽然不清楚这个岛上是否真的会有访客……但也不至于说它不自然吧？
Ema|（让大家傻眼了……）
Ema|（与招待所相关的情报里，肯定还隐藏着其他不自然的地方！）
Ema|（让我仔细回顾一下已知的所有信息……！）
Ema|……这是这座监牢的设计图。请大家特别注意一下招待所的位置……
Alisa|这是……原来如此。难怪我总觉得哪里不对劲……
Alisa|……原来【没画上去】啊。
Ema|没错……这座建筑——
Ema|——有些蹊跷！
Coco|有些……！
Meruru|蹊跷……！？
Coco|……喂，到底哪里蹊跷啊！？
Ema|我想请大家再看看手机上的监牢地图。
Ema|这上面三间招待所都清清楚楚地标注出来了，对吧？
Ema|但是纸质设计图上却只画了【一间】招待所。
Meruru|这个……会不会是后来增建的呢？
Meruru|最初并不存在，是后来才新增的……所以原始设计图上没有标注……
Ema|嗯。这样一想，就说得通了……！
Ema|其他两间很可能是后来增建的——也许是【临时建筑】……！
Sherry|也就是说，这就是破解密室诡计的关键……是这个意思吧！？
Sherry|不愧是艾玛小姐！
Ema|（再差一点……再差一点就能触及真相了……！）
Ema|一定要查明……！那个房间隐藏的秘密！
Ema|那个房间肯定有什么特别的机关，这一点我敢肯定……！
Alisa|可是……我们什么可疑的东西都没发现啊。
Nanoka|……我同意樱羽艾玛的观点。否则，无法解释密室是如何形成的。
Sherry|如果真的有的话……会不会是暗道呢？也许联通着某个地方！
Meruru|这么大规模的机关……真的有可能存在吗……？
Nanoka|如果是更简单的机关的话……也许是可以控制门锁的开关……或者有备用钥匙之类的。
Margo|还有其他可能，比如是房间的一部分能变透明……或者有欺骗视觉的装置，你们觉得呢？例如镜子……或者折射镜片之类的。
Coco|……你要这么说的话，那随便乱讲都通了！不如干脆说有传送装置好了！？比如那种能互换位置的玩意！
Alisa|不至于那么夸张……不过，有没可能那座建筑本身就可以拆解呢？如果能轻易拆解重组的话，那就根本没密室什么事了。
Ema|（大家都在考虑各种可能性……！但是……实际到底发生了什么呢……）
Meruru|……艾玛小姐，我们至今进行了各种讨论和验证。
Meruru|可是……我认为我们并没有找到证据证明存在不自然的机关。
Ema|是啊……你说得对。那大家提出的这些可能性，其实根本就——
Meruru|——那么，会不会存在【并非不自然的机关】呢？
Ema|并非不自然的机关……？
Meruru|嗯。这个机关本身可能没什么特别之处，但在这起案件中却能发挥关键作用……就是这样子的机关。
Ema|（这样的机关……真的存在吗……）
Ema|（但是……一定会有些蛛丝马迹……！我要去相信……相信大家的话！！）
Choice|火精之室有暗道
|返回
Choice|有自动锁功能
Choice|有备用钥匙
Choice|使用了光学诡计
Choice|可以干扰摄像头
Choice|凶手瞬间移动了
Choice|发生了位置互换
Choice|房间被重新组装了
Ema|嗯，应该是有暗道才对……！
Alisa|喂喂，我不是说过了吗？我把里面翻了个底朝天，什么都没发现。
Ema|我知道。但是，亚里沙，你也有可能遗漏了什么细节，对吧？
Nanoka|……你有什么头绪吗？
Ema|也不是有什么头绪啦，只是在想，比如说墙纸后面藏着一扇门之类的……
Alisa|拜托，要是有那种门，从外面看就能一眼看出来了好吗。
Alisa|那个招待所的结构确实很简单……但我可以保证，绝对没有什么机关门。
Coco|那，看来是真的没有什么暗道咯？
Alisa|……所以我才一直这么说啊。怎么，你们是不相信我吗……！？
Ema|（亚里沙看起来有点难过……是不是让她伤心了……对不起，亚里沙……！）
Ema|（要提房间可能有怎样的特殊机关……想像空间实在太大了……）
Ema|（但有现实可行性的情况还是值得考虑的。再认真听听大家的意见吧）
Ema|我想到了！如果门锁有自动锁功能的话，就能轻易制造出密室状态了！
Nanoka|……抱歉，樱羽艾玛。这个假设不成立。
Nanoka|那把锁上没有任何电子装置……
